transaction_id,amount,transactions_24h,risk_score,geo_distance_km,device_age_days,hour_deviation,is_anomaly,anomaly_type
TRN001031,78.8501,5.0,21.047,55.3256,338.0318,0.1368,0,Normal
TRN001032,217.1355,4.0,27.4187,11.4023,492.9653,0.396,0,Normal
TRN001033,50.4806,2.0,23.1295,53.0055,533.6949,0.0966,0,Normal
TRN001034,155.3152,4.0,19.1922,85.6222,679.3385,0.7958,0,Normal
TRN001035,69.7622,3.0,17.2589,85.852,602.5695,1.0694,0,Normal
TRN001036,126.31,3.0,17.0954,72.9961,106.0797,3.06,0,Normal
TRN001037,181.9374,5.0,21.7169,27.7962,184.8127,0.1414,0,Normal
TRN001038,136.729,4.0,19.8127,16.1296,414.1016,4.8759,0,Normal
TRN001039,162.0409,4.0,22.6892,24.3123,537.4512,1.0565,0,Normal
TRN001040,51.726,3.0,21.2398,57.3428,170.4809,0.5793,0,Normal
TRN001041,164.9175,4.0,25.3743,43.5583,455.2628,1.1054,0,Normal
TRN001042,62.1966,5.0,16.3926,117.6654,625.0474,0.2179,0,Normal
TRN001043,112.5578,7.0,32.9103,17.5967,526.7775,2.684,0,Normal
TRN001044,108.4565,6.0,29.518,89.72,451.5586,2.3354,0,Normal
TRN001045,117.6698,5.0,19.1125,25.9238,309.6012,3.6024,0,Normal
TRN001046,108.0108,2.0,24.9009,10.8592,301.4542,0.722,0,Normal
TRN001047,57.2336,5.0,23.1379,34.8888,857.1167,1.6714,0,Normal
TRN001048,45.9826,6.0,21.8271,42.7309,34.6613,0.5718,0,Normal
TRN001049,144.4148,2.0,21.8449,68.2827,241.2016,1.345,0,Normal
TRN001050,106.3086,3.0,20.0919,17.5316,184.8223,1.0509,0,Normal
TRN001051,166.3229,1.0,22.0467,34.88,137.5253,2.9608,0,Normal
TRN001052,90.2982,8.0,28.097,28.1934,437.1915,0.5625,0,Normal
TRN001053,43.463,4.0,17.8341,20.6572,405.9301,2.6336,0,Normal
TRN001054,189.9291,8.0,20.5184,83.4067,324.9799,0.3435,0,Normal
TRN001055,71.7501,1.0,18.6472,43.1937,405.7745,2.6199,0,Normal
TRN001056,124.4184,9.0,27.9864,2.1159,492.6948,0.6677,0,Normal
TRN001057,66.0847,6.0,27.2027,35.3257,285.8611,1.1135,0,Normal
TRN001058,236.7218,5.0,30.1936,5.3737,420.9805,3.5913,0,Normal
TRN001059,58.1563,1.0,13.7971,32.6413,271.7866,3.9127,0,Normal
TRN001060,79.7578,4.0,25.9065,6.5218,428.4578,0.7225,0,Normal
TRN001061,98.4405,3.0,20.9696,43.3444,627.1575,1.8644,0,Normal
TRN001062,56.4572,7.0,25.2942,5.2768,518.7005,1.0155,0,Normal
TRN001063,109.6048,3.0,19.6456,11.4776,742.0196,1.1757,0,Normal
TRN001064,243.9578,8.0,40.9563,50.8448,241.8778,0.4663,0,Normal
TRN001065,69.1694,1.0,12.3546,27.8008,211.8876,1.2632,0,Normal
TRN001066,115.8935,1.0,15.9429,7.2196,401.1071,2.2798,0,Normal
TRN001067,19.6102,2.0,9.4997,79.7643,246.1438,0.3291,0,Normal
TRN001068,94.0481,5.0,26.4253,19.6064,438.286,2.6743,0,Normal
TRN001069,86.6028,10.0,27.1204,22.5468,359.0904,2.8511,0,Normal
TRN001070,59.3972,2.0,14.7287,24.3044,186.5198,1.6574,0,Normal
TRN001071,167.8199,4.0,21.289,46.0426,410.6614,1.1275,0,Normal
TRN001072,74.2281,1.0,16.4116,20.9445,193.9431,1.3819,0,Normal
TRN001073,83.831,5.0,16.1803,25.1136,650.6268,1.9709,0,Normal
TRN001074,70.9639,2.0,6.2675,63.6134,289.1846,4.0849,0,Normal
TRN001075,31.1997,1.0,16.8805,58.0474,210.6326,0.2426,0,Normal
TRN001076,50.851,4.0,9.212,23.8495,364.9361,0.189,0,Normal
TRN001077,172.8899,4.0,28.3218,24.5455,386.3061,2.1304,0,Normal
TRN001078,36.1331,13.0,40.5573,1.0658,237.4374,1.4391,0,Normal
TRN001079,59.5898,5.0,20.7645,32.1845,231.2255,2.1491,0,Normal
TRN001080,82.5097,9.0,34.8853,52.2596,115.1385,0.2616,0,Normal
TRN001081,247.5164,3.0,25.0418,19.9964,504.363,0.6816,0,Normal
TRN001082,141.6297,4.0,30.9532,71.5593,641.1201,0.7456,0,Normal
TRN001083,70.6254,9.0,25.6908,4.5797,545.0946,1.7838,0,Normal
TRN001084,192.3942,3.0,11.4094,12.2721,206.9951,0.3351,0,Normal
TRN001085,62.6466,4.0,19.7931,67.6004,405.007,1.9071,0,Normal
TRN001086,159.5623,3.0,30.6245,50.7541,368.0338,0.3751,0,Normal
TRN001087,41.6284,2.0,19.1318,4.2333,133.9222,3.2646,0,Normal
TRN001088,157.831,2.0,17.9475,5.3467,236.3915,0.3032,0,Normal
TRN001089,77.8197,3.0,20.8682,43.8526,389.9931,0.5575,0,Normal
TRN001090,52.3689,1.0,20.1885,37.2562,88.2394,0.3619,0,Normal
TRN001091,80.5671,4.0,20.3918,22.2289,169.3842,3.3045,0,Normal
TRN001092,109.0315,3.0,33.4481,69.8301,473.6299,1.3094,0,Normal
TRN001093,74.8122,5.0,19.5313,15.3617,203.011,0.5975,0,Normal
TRN001094,128.1844,3.0,25.999,2.3,134.9844,0.4342,0,Normal
TRN001095,65.7025,1.0,19.6093,46.0266,530.3757,3.7401,0,Normal
TRN001096,142.372,4.0,19.4839,53.8255,203.0506,2.4855,0,Normal
TRN001097,132.5555,9.0,28.0172,16.2015,475.4974,0.7803,0,Normal
TRN001098,93.1458,2.0,23.3506,9.1009,732.9476,2.751,0,Normal
TRN001099,77.9842,7.0,25.9534,2.4766,166.341,1.0545,0,Normal
TRN001100,110.1375,5.0,25.0452,27.3673,294.8914,0.2598,0,Normal
TRN001101,136.0376,2.0,11.5815,35.8369,369.972,1.8486,0,Normal
TRN001102,301.6396,3.0,30.3374,56.7115,525.357,2.2125,0,Normal
TRN001103,162.5385,4.0,25.1253,37.549,235.8401,0.5533,0,Normal
TRN001104,165.0157,4.0,23.456,17.3869,60.2636,1.4014,0,Normal
TRN001105,485.8641,3.0,35.3097,32.189,166.2716,0.4179,0,Normal
TRN001106,129.6239,3.0,18.9907,58.7964,262.5511,3.4191,0,Normal
TRN001107,114.9164,2.0,16.0626,35.4731,475.0352,1.3649,0,Normal
TRN001108,132.5384,2.0,18.4294,52.7616,296.5345,0.3587,0,Normal
TRN001109,58.4387,6.0,20.7243,9.5699,458.6694,3.3863,0,Normal
TRN001110,77.1682,5.0,33.1035,44.7145,257.335,0.4221,0,Normal
TRN001111,78.1264,9.0,32.7938,37.5987,351.4446,2.9387,0,Normal
TRN001112,131.6876,4.0,17.7667,20.7619,493.8536,2.083,0,Normal
TRN001113,80.5869,1.0,26.502,59.5831,563.0082,1.6843,0,Normal
TRN001114,99.67,3.0,17.8242,102.2528,818.7396,2.8821,0,Normal
TRN001115,171.1294,4.0,24.1368,4.053,377.1766,1.3794,0,Normal
TRN001116,151.0716,1.0,23.2746,21.6583,100.4251,0.9339,0,Normal
TRN001117,91.9828,5.0,12.8695,25.7813,412.4061,3.1593,0,Normal
TRN001118,63.5132,1.0,14.5378,27.3908,96.215,0.461,0,Normal
TRN001119,178.2752,3.0,19.873,15.7058,438.6482,1.5734,0,Normal
TRN001120,136.6192,2.0,20.8071,5.1104,344.7224,3.5479,0,Normal
TRN001121,39.7053,3.0,19.7399,22.6349,547.1714,1.1943,0,Normal
TRN001122,78.7726,1.0,15.8707,25.9485,256.3743,1.0345,0,Normal
TRN001123,98.7553,3.0,19.3382,21.0036,353.676,2.6524,0,Normal
TRN001124,141.8025,3.0,26.7887,26.4525,416.1356,1.9287,0,Normal
TRN001125,152.8278,1.0,20.3564,32.7906,68.773,1.208,0,Normal
TRN001126,107.8208,2.0,18.9809,23.357,405.984,0.6054,0,Normal
TRN001127,145.5886,10.0,32.835,15.5387,72.4638,2.2239,0,Normal
TRN001128,96.4055,2.0,27.5536,26.5778,210.9894,0.6215,0,Normal
TRN001129,63.7549,3.0,19.5948,34.7891,383.8423,0.1129,0,Normal
TRN001130,74.526,2.0,15.0362,28.5233,85.1487,0.3409,0,Normal
TRN001131,90.548,2.0,8.6242,106.9708,449.5334,0.5854,0,Normal
TRN001132,90.5235,4.0,13.9986,36.7245,429.862,1.6059,0,Normal
TRN001133,32.0526,2.0,13.7867,27.5017,534.7201,1.0677,0,Normal
TRN001134,82.2786,12.0,32.3379,13.525,115.1216,0.846,0,Normal
TRN001135,95.6482,2.0,15.5696,13.831,806.4609,2.4789,0,Normal
TRN001136,87.0986,5.0,24.3042,21.0451,148.9096,1.3154,0,Normal
TRN001137,81.9655,3.0,16.5263,21.6053,352.3427,0.7705,0,Normal
TRN001138,122.6191,5.0,19.2192,20.9111,265.4062,0.1834,0,Normal
TRN001139,51.4381,3.0,21.3636,37.9524,300.8019,1.0001,0,Normal
TRN001140,38.2221,4.0,26.1847,58.201,744.8184,3.6634,0,Normal
TRN001141,86.767,9.0,23.001,46.1462,162.3156,0.4826,0,Normal
TRN001142,130.2573,2.0,20.7776,42.2429,684.5154,3.2804,0,Normal
TRN001143,218.2364,1.0,11.6133,12.143,483.704,0.44,0,Normal
TRN001144,139.9309,5.0,17.0249,64.4773,319.4437,0.167,0,Normal
TRN001145,41.7577,5.0,18.0177,13.2518,317.6683,1.1918,0,Normal
TRN001146,85.8296,3.0,25.1786,34.1304,430.7942,0.9855,0,Normal
TRN001147,110.7733,2.0,14.9835,40.3366,254.7621,0.3901,0,Normal
TRN001148,101.1177,3.0,15.9586,65.8205,282.944,2.6186,0,Normal
TRN001149,134.1619,15.0,39.3761,93.92,351.2724,1.7272,0,Normal
TRN001150,60.27,9.0,27.7949,20.2982,643.9354,0.9046,0,Normal
TRN001151,97.9765,2.0,14.5035,31.9575,298.4626,1.2018,0,Normal
TRN001152,125.171,4.0,32.3121,61.6169,106.6232,3.6692,0,Normal
TRN001153,149.651,4.0,21.911,99.5015,359.2587,0.3795,0,Normal
TRN001154,58.3802,1.0,16.1112,22.2073,308.3942,1.0962,0,Normal
TRN001155,80.7076,6.0,21.8159,12.7439,222.1276,4.1812,0,Normal
TRN001156,21.2787,4.0,20.9446,7.2055,389.6416,1.8227,0,Normal
TRN001157,66.4799,2.0,23.5016,14.8402,226.5758,1.0558,0,Normal
TRN001158,77.2612,7.0,33.5225,53.1643,294.3896,1.0478,0,Normal
TRN001159,48.6871,1.0,11.3927,55.4233,352.1362,1.3024,0,Normal
TRN001160,96.2138,3.0,25.3715,36.7207,371.0564,1.1913,0,Normal
TRN001161,85.8879,2.0,20.7545,21.3806,406.5889,3.7197,0,Normal
TRN001162,26.4983,3.0,22.3001,38.0385,437.205,5.3928,0,Normal
TRN001163,103.9225,3.0,19.6779,28.8816,348.0359,2.2995,0,Normal
TRN001164,52.555,2.0,15.9042,22.2513,122.4691,3.1186,0,Normal
TRN001165,116.609,3.0,25.2599,35.4362,378.3292,3.5429,0,Normal
TRN001166,44.3369,1.0,19.8253,20.5991,527.1161,4.4291,0,Normal
TRN001167,113.6197,8.0,35.8053,35.3032,104.7479,0.6039,0,Normal
TRN001168,90.5219,8.0,28.161,39.6631,123.2895,1.7565,0,Normal
TRN001169,108.1986,1.0,16.7524,47.1297,205.762,3.667,0,Normal
TRN001170,98.3187,2.0,6.1419,5.3582,509.9527,1.9286,0,Normal
TRN001171,77.085,2.0,9.6417,65.0991,198.8559,2.0572,0,Normal
TRN001172,37.1547,1.0,12.8292,25.9324,513.7417,2.0113,0,Normal
TRN001173,41.2578,5.0,15.4387,94.6417,366.0074,0.2628,0,Normal
TRN001174,64.7185,3.0,22.8358,53.4212,232.3059,3.9688,0,Normal
TRN001175,92.7088,2.0,11.6947,13.1004,1165.4143,2.8662,0,Normal
TRN001176,62.4804,2.0,14.6803,42.758,150.4197,1.2447,0,Normal
TRN001177,127.0965,2.0,17.1382,61.772,327.1415,2.3919,0,Normal
TRN001178,80.915,3.0,25.3557,23.1819,185.0089,2.1248,0,Normal
TRN001179,56.2062,5.0,18.426,12.1857,387.7848,0.0133,0,Normal
TRN001180,82.2656,6.0,26.1414,10.3065,190.0524,1.154,0,Normal
TRN001181,99.7964,2.0,19.4714,6.9705,251.1527,0.9351,0,Normal
TRN001182,117.8954,6.0,29.6428,2.69,211.4237,0.4135,0,Normal
TRN001183,252.7827,1.0,26.5985,26.3481,278.5524,1.9763,0,Normal
TRN001184,67.259,4.0,20.1869,10.8399,524.5002,0.9043,0,Normal
TRN001185,89.8042,1.0,8.1617,16.221,137.3579,0.6368,0,Normal
TRN001186,111.1959,4.0,20.7332,96.188,200.8117,3.3678,0,Normal
TRN001187,90.841,3.0,19.5797,39.803,257.2766,1.0413,0,Normal
TRN001188,72.5584,5.0,23.4696,12.7263,284.9694,2.5226,0,Normal
TRN001189,41.3916,4.0,15.7609,127.243,621.4554,0.7606,0,Normal
TRN001190,70.1101,3.0,24.6584,35.0888,206.3483,0.1578,0,Normal
TRN001191,57.3736,8.0,26.0762,119.7318,512.3879,2.7207,0,Normal
TRN001192,38.5513,5.0,16.2468,80.7587,663.2118,0.5168,0,Normal
TRN001193,59.584,1.0,13.2943,36.035,295.0117,0.3826,0,Normal
TRN001194,55.0483,3.0,28.0694,26.1734,177.6544,0.3899,0,Normal
TRN001195,147.3942,10.0,35.4807,52.6401,580.014,0.294,0,Normal
TRN001196,149.1295,9.0,35.9618,33.6947,489.4062,1.3048,0,Normal
TRN001197,53.7933,4.0,14.6748,19.1542,167.5962,1.1832,0,Normal
TRN001198,77.5535,2.0,14.2702,18.1373,717.6709,1.3753,0,Normal
TRN001199,37.1327,3.0,14.3925,58.8334,217.4461,2.1492,0,Normal
TRN001200,67.8222,3.0,19.7957,12.6992,292.5477,1.3493,0,Normal
TRN001201,109.7578,3.0,19.4715,58.2421,447.2237,1.8729,0,Normal
TRN001202,143.651,5.0,22.0803,29.5063,672.2121,1.2124,0,Normal
TRN001203,64.7736,8.0,24.4467,5.6191,375.9269,0.4144,0,Normal
TRN001204,165.9352,3.0,18.3376,61.6168,275.9142,3.8789,0,Normal
TRN001205,39.3463,1.0,13.9779,13.0212,254.1666,2.9634,0,Normal
TRN001206,45.5482,3.0,23.6603,14.7343,275.766,3.9102,0,Normal
TRN001207,133.4301,3.0,13.6044,24.0934,927.7962,1.1721,0,Normal
TRN001208,224.79,3.0,26.1,27.3956,403.8598,4.2205,0,Normal
TRN001209,144.3925,5.0,31.4542,36.2181,348.7892,0.2989,0,Normal
TRN001210,93.0813,2.0,17.3419,59.3469,492.0728,0.5825,0,Normal
TRN001211,29.5457,5.0,17.8897,57.9328,286.4757,0.7586,0,Normal
TRN001212,29.9997,8.0,29.6711,17.6491,653.7098,0.3963,0,Normal
TRN001213,99.4682,6.0,19.5603,18.165,421.9198,4.7012,0,Normal
TRN001214,74.1638,3.0,18.9823,54.8302,272.1263,1.6863,0,Normal
TRN001215,46.2294,2.0,11.4188,10.9161,241.9978,1.9375,0,Normal
TRN001216,91.1869,1.0,7.341,29.4931,113.3909,0.655,0,Normal
TRN001217,92.4066,1.0,15.9743,76.6381,523.823,3.4817,0,Normal
TRN001218,144.0815,2.0,13.7259,20.0401,136.4088,1.1538,0,Normal
TRN001219,95.4529,2.0,18.2825,6.8439,634.0977,0.8606,0,Normal
TRN001220,200.3591,5.0,32.0877,13.0247,197.8526,2.142,0,Normal
TRN001221,93.7468,2.0,27.5524,13.8289,212.0885,1.558,0,Normal
TRN001222,95.4417,2.0,18.8081,12.0101,806.8232,2.0361,0,Normal
TRN001223,172.0663,2.0,26.1184,23.1514,503.0357,2.836,0,Normal
TRN001224,57.2899,6.0,25.0,118.131,344.0052,0.6165,0,Normal
TRN001225,421.1977,2.0,27.8264,41.9049,766.5769,0.9141,0,Normal
TRN001226,118.6179,6.0,15.5277,25.0534,309.9022,0.2944,0,Normal
TRN001227,120.5608,6.0,33.3521,26.8538,248.9415,0.6781,0,Normal
TRN001228,121.2944,3.0,15.4998,15.5674,361.3844,5.0431,0,Normal
TRN001229,271.5612,6.0,37.4185,26.7706,542.8063,1.0653,0,Normal
TRN001230,149.6147,5.0,27.4206,74.2857,155.2371,0.9663,0,Normal
TRN001231,37.6336,6.0,17.4371,30.2903,209.3259,3.0017,0,Normal
TRN001232,192.1299,2.0,23.2845,57.6737,180.1617,0.2656,0,Normal
TRN001233,73.4372,2.0,28.2349,52.2461,163.2949,0.5742,0,Normal
TRN001234,99.7213,4.0,29.1685,114.4372,292.4234,1.3514,0,Normal
TRN001235,47.1735,5.0,18.5875,51.5587,161.2722,1.4035,0,Normal
TRN001236,120.2009,3.0,17.1471,109.0738,104.5758,2.834,0,Normal
TRN001237,65.4863,2.0,17.7931,60.8131,208.3571,2.6751,0,Normal
TRN001238,102.2636,4.0,20.7517,36.2308,200.6912,0.1326,0,Normal
TRN001239,83.0341,3.0,25.4049,14.3658,409.1761,1.8888,0,Normal
TRN001240,298.9946,7.0,36.6628,57.4294,517.9633,1.6542,0,Normal
TRN001241,302.2315,8.0,26.1169,60.9848,226.6503,0.6055,0,Normal
TRN001242,91.5265,1.0,18.9968,62.16,62.5137,0.3156,0,Normal
TRN001243,108.5407,5.0,22.4035,0.8782,210.6677,0.5159,0,Normal
TRN001244,74.1549,2.0,17.781,19.5945,783.1285,1.0702,0,Normal
TRN001245,183.5608,5.0,27.1693,41.4987,508.0975,2.8745,0,Normal
TRN001246,78.3744,2.0,23.7368,20.8989,385.3354,2.9454,0,Normal
TRN001247,72.6394,6.0,28.4313,18.0432,267.5051,1.1809,0,Normal
TRN001248,148.5898,3.0,17.9519,15.5088,502.1395,2.1542,0,Normal
TRN001249,68.9479,3.0,18.6201,5.8252,171.4008,0.4179,0,Normal
TRN001250,85.6227,2.0,15.7542,39.8369,514.1338,2.4931,0,Normal
TRN001251,41.6418,5.0,12.5482,16.9513,419.7387,0.5755,0,Normal
TRN001252,152.3643,6.0,25.7859,20.0716,462.1018,0.203,0,Normal
TRN001253,261.6587,2.0,33.3818,25.0539,346.1379,1.3285,0,Normal
TRN001254,141.5426,4.0,14.3938,44.829,143.2179,0.6706,0,Normal
TRN001255,201.6787,1.0,20.4384,35.4808,174.2218,0.7653,0,Normal
TRN001256,56.9218,1.0,15.2116,34.2117,431.7888,0.5015,0,Normal
TRN001257,111.6878,8.0,29.3478,2.1163,408.4651,2.2616,0,Normal
TRN001258,55.5778,2.0,12.1316,58.4856,240.2183,0.9286,0,Normal
TRN001259,92.8609,10.0,23.1246,90.6725,237.49,0.7092,0,Normal
TRN001260,139.5714,2.0,12.992,33.4842,587.1188,2.5644,0,Normal
TRN001261,105.3253,6.0,31.3411,10.5339,322.365,2.5625,0,Normal
TRN001262,43.2547,3.0,13.1005,18.4631,202.1395,4.191,0,Normal
TRN001263,47.65,6.0,20.1699,11.0148,636.5392,0.9709,0,Normal
TRN001264,42.7729,4.0,30.0202,83.3452,605.8555,0.8266,0,Normal
TRN001265,122.2687,4.0,18.6081,19.9768,322.0474,0.1279,0,Normal
TRN001266,289.3161,3.0,28.3381,34.7006,358.1524,0.2275,0,Normal
TRN001267,190.0408,2.0,26.9705,24.2152,509.0201,0.8158,0,Normal
TRN001268,34.3138,6.0,27.2796,43.2879,447.986,0.7659,0,Normal
TRN001269,212.5475,5.0,20.2813,13.4919,140.2536,0.859,0,Normal
TRN001270,162.2191,3.0,18.6109,33.6456,647.4817,2.3475,0,Normal
TRN001271,44.2832,9.0,28.5617,20.1454,124.4524,2.1763,0,Normal
TRN001272,87.1007,6.0,33.6936,64.137,406.3855,3.6736,0,Normal
TRN001273,167.6043,2.0,17.0586,2.454,158.4314,0.445,0,Normal
TRN001274,129.4036,4.0,20.0611,22.1015,447.5351,2.2986,0,Normal
TRN001275,44.1351,3.0,20.1426,59.7973,214.9123,1.2148,0,Normal
TRN001276,131.0824,2.0,22.6862,54.8512,223.2493,0.7139,0,Normal
TRN001277,28.0146,4.0,22.3818,6.3336,493.8907,3.9376,0,Normal
TRN001278,92.2411,6.0,19.9967,50.5428,158.38,0.8801,0,Normal
TRN001279,178.6641,5.0,23.093,12.3258,239.9749,4.0039,0,Normal
TRN001280,93.4208,3.0,20.8472,16.0201,161.8377,0.9055,0,Normal
TRN001281,76.742,5.0,28.4975,57.4502,344.1798,3.557,0,Normal
TRN001282,140.0617,1.0,17.2097,21.7126,160.1172,1.6629,0,Normal
TRN001283,147.4065,2.0,20.0477,5.8516,388.291,1.2455,0,Normal
TRN001284,201.8802,2.0,16.9362,9.5,601.7308,0.9217,0,Normal
TRN001285,151.8467,6.0,35.6308,29.7745,89.7363,1.1612,0,Normal
TRN001286,172.024,2.0,21.7922,21.106,215.5057,2.3162,0,Normal
TRN001287,131.8675,1.0,23.5041,20.7716,170.6504,1.717,0,Normal
TRN001288,108.1367,4.0,21.9343,42.7218,141.77,3.3819,0,Normal
TRN001289,112.9547,8.0,28.3797,37.0679,382.8236,2.6373,0,Normal
TRN001290,86.3632,6.0,16.5212,22.4147,359.2878,0.9507,0,Normal
TRN001291,48.491,4.0,8.9434,55.5255,645.3987,3.0623,0,Normal
TRN001292,54.0827,4.0,26.1524,42.9971,466.4725,1.681,0,Normal
TRN001293,78.4919,4.0,21.1375,35.3836,331.4422,3.8495,0,Normal
TRN001294,98.1807,3.0,20.9685,18.3289,373.6674,1.9153,0,Normal
TRN001295,209.7147,3.0,17.5947,61.9613,239.699,3.5879,0,Normal
TRN001296,96.3031,4.0,16.8553,20.5611,380.2764,0.0862,0,Normal
TRN001297,151.7292,3.0,27.122,22.1987,125.2686,2.468,0,Normal
TRN001298,163.8851,4.0,32.4367,84.6592,297.9915,1.5816,0,Normal
TRN001299,78.0725,1.0,13.1262,12.9761,412.7999,2.3259,0,Normal
TRN001300,123.9132,4.0,25.6944,12.8086,289.428,1.621,0,Normal
TRN001301,82.0765,8.0,27.8228,22.9303,220.2764,1.6405,0,Normal
TRN001302,178.1032,2.0,20.631,10.4387,339.4869,1.5328,0,Normal
TRN001303,137.685,4.0,32.0788,10.7138,201.7589,0.1857,0,Normal
TRN001304,50.8862,5.0,19.015,82.9548,279.8964,1.4195,0,Normal
TRN001305,100.9004,6.0,30.7351,22.6211,490.3184,0.3587,0,Normal
TRN001306,211.0245,2.0,24.293,36.2916,506.6261,0.1127,0,Normal
TRN001307,80.7668,1.0,16.2424,7.0235,363.4071,2.832,0,Normal
TRN001308,129.5367,6.0,32.3939,11.9353,179.7375,1.0298,0,Normal
TRN001309,114.3781,2.0,20.4539,91.0178,265.115,1.1232,0,Normal
TRN001310,51.9502,2.0,16.3361,10.5395,342.8496,1.3973,0,Normal
TRN001311,117.3275,2.0,26.0037,37.1722,214.2619,3.7937,0,Normal
TRN001312,45.6557,6.0,28.8443,0.7451,737.0726,1.2854,0,Normal
TRN001313,64.1249,4.0,26.2542,6.4518,217.0075,2.5937,0,Normal
TRN001314,173.0752,5.0,6.1186,22.3174,330.5145,2.0628,0,Normal
TRN001315,117.7253,6.0,27.3213,54.3008,107.8826,1.0132,0,Normal
TRN001316,89.7154,7.0,26.7006,28.4601,523.358,0.525,0,Normal
TRN001317,118.3129,2.0,18.9666,24.0183,675.4532,2.4667,0,Normal
TRN001318,92.5111,4.0,24.2868,45.6106,177.4866,2.1768,0,Normal
TRN001319,88.2438,2.0,19.3913,33.2632,127.584,0.1638,0,Normal
TRN001320,144.8767,3.0,24.9597,26.9832,361.0827,1.0742,0,Normal
TRN001321,60.4062,1.0,14.2744,18.6737,783.2032,3.2499,0,Normal
TRN001322,92.976,4.0,28.7451,23.2839,139.7207,1.2739,0,Normal
TRN001323,78.7015,4.0,24.6493,18.2051,270.5645,4.5354,0,Normal
TRN001324,36.5441,4.0,21.9917,27.2747,377.7676,3.7171,0,Normal
TRN001325,57.1316,8.0,28.4681,38.1503,338.4778,3.2301,0,Normal
TRN001326,235.415,2.0,29.0259,7.9981,409.2414,1.1914,0,Normal
TRN001327,117.5645,2.0,24.2232,15.0182,625.3327,4.4289,0,Normal
TRN001328,42.173,2.0,15.9122,44.5149,528.8775,4.0799,0,Normal
TRN001329,39.8348,4.0,24.3458,48.7445,267.2683,1.5651,0,Normal
TRN001330,92.009,6.0,25.0906,74.8209,138.4327,0.1781,0,Normal
TRN001331,204.2933,2.0,31.7349,28.923,549.7666,3.091,0,Normal
TRN001332,80.2713,1.0,21.7981,14.2391,270.0882,1.5759,0,Normal
TRN001333,202.6427,6.0,24.9644,15.2601,336.0761,1.1816,0,Normal
TRN001334,115.307,4.0,33.6893,28.1875,500.6889,0.5002,0,Normal
TRN001335,124.183,3.0,10.3362,11.8954,540.8714,5.2143,0,Normal
TRN001336,50.9752,10.0,31.9709,71.2338,485.6974,0.2891,0,Normal
TRN001337,161.0465,4.0,20.1554,18.0999,715.8469,0.7114,0,Normal
TRN001338,80.952,7.0,34.7442,64.2773,316.6887,0.1685,0,Normal
TRN001339,183.7357,14.0,40.6948,10.4302,224.618,0.8294,0,Normal
TRN001340,59.1113,3.0,14.5999,23.3622,189.254,1.8997,0,Normal
TRN001341,99.1763,2.0,17.1387,20.5028,231.7128,2.3181,0,Normal
TRN001342,116.4126,2.0,15.5048,6.8058,236.8706,4.0039,0,Normal
TRN001343,88.1914,6.0,22.5578,21.8752,364.0235,0.3004,0,Normal
TRN001344,113.7782,1.0,15.839,33.169,431.3145,1.6311,0,Normal
TRN001345,76.9598,3.0,15.4378,2.2011,174.212,1.1616,0,Normal
TRN001346,77.2142,9.0,29.5528,40.8583,501.4578,0.373,0,Normal
TRN001347,230.5409,4.0,28.0251,35.3961,526.8071,2.4414,0,Normal
TRN001348,160.6625,1.0,14.1417,26.7601,67.8831,2.1253,0,Normal
TRN001349,65.1576,3.0,10.4892,47.1414,436.7798,1.3038,0,Normal
TRN001350,127.1492,6.0,27.005,49.5482,250.2918,0.0395,0,Normal
TRN001351,61.3583,2.0,19.8071,146.3578,613.5287,0.3375,0,Normal
TRN001352,50.4186,4.0,23.4157,6.4285,313.6196,2.7872,0,Normal
TRN001353,155.7942,2.0,23.2087,78.7141,209.2386,2.6978,0,Normal
TRN001354,37.4014,5.0,28.6726,56.2921,173.2371,0.244,0,Normal
TRN001355,177.7001,12.0,41.2048,35.3773,348.3096,1.0275,0,Normal
TRN001356,83.6725,2.0,31.3277,10.6299,252.7607,1.1288,0,Normal
TRN001357,81.6675,1.0,31.8616,19.2449,147.3107,0.7259,0,Normal
TRN001358,114.2102,1.0,8.7068,16.9372,123.431,1.4908,0,Normal
TRN001359,126.0893,3.0,9.9274,24.5646,376.3903,2.8416,0,Normal
TRN001360,58.5956,6.0,23.0139,45.7868,134.8638,0.1773,0,Normal
TRN001361,136.139,6.0,28.286,68.4952,74.1382,0.6193,0,Normal
TRN001362,105.3896,3.0,19.8092,94.677,530.749,0.4157,0,Normal
TRN001363,43.5705,3.0,21.5429,19.3751,185.7866,0.2526,0,Normal
TRN001364,89.8531,5.0,21.2936,31.1679,407.8918,0.3391,0,Normal
TRN001365,196.0831,4.0,21.3932,12.6807,344.5537,3.4065,0,Normal
TRN001366,240.4618,5.0,25.2017,58.1702,221.7193,1.8306,0,Normal
TRN001367,131.7152,4.0,21.6092,37.1301,649.4318,1.6504,0,Normal
TRN001368,52.9887,5.0,25.5722,22.7206,441.9545,0.9075,0,Normal
TRN001369,132.7523,9.0,27.7126,5.9869,303.2937,1.7964,0,Normal
TRN001370,158.5809,6.0,25.1055,31.5116,195.5402,0.7791,0,Normal
TRN001371,130.4943,2.0,22.4184,34.1476,423.835,2.4875,0,Normal
TRN001372,151.5795,3.0,20.8113,4.0821,458.3244,3.4468,0,Normal
TRN001373,116.9712,3.0,26.1775,8.1346,328.2148,4.9053,0,Normal
TRN001374,83.881,1.0,11.8383,30.9071,307.4707,4.8928,0,Normal
