temperature,vibration,pressure,rpm,oil_quality,load,age_months,error_count,sensor_9,sensor_10,sensor_11,sensor_12,failure
68.544,4.053,97.916,2027.062,40.192,42.349,100.313,3.0,-0.424,3.135,1.359,-0.574,0
87.298,2.997,95.364,1693.308,56.276,23.711,75.864,1.0,1.942,0.034,1.221,-0.898,0
80.553,3.488,115.634,2110.95,47.383,69.684,52.37,2.0,-0.519,2.853,2.551,1.747,0
89.25,3.61,123.565,1582.56,64.17,47.678,49.294,-0.0,1.775,-0.603,1.395,0.65,0
84.095,2.217,75.266,1358.862,81.577,46.022,20.173,7.0,0.662,-2.946,2.2,0.427,0
99.204,4.757,128.243,1267.107,50.071,27.285,61.586,-0.0,4.593,-4.014,-0.03,0.415,0
65.979,6.128,88.861,1798.717,87.996,38.692,42.413,1.0,-0.304,2.576,2.359,-0.419,1
88.13,2.94,99.101,882.6,55.287,68.063,44.506,4.0,-0.607,-3.092,-1.381,0.491,0
70.894,7.99,131.685,603.184,72.103,30.878,108.219,0.0,-2.248,-1.506,-0.288,-1.536,1
105.391,5.092,88.344,1222.353,76.999,37.516,36.827,2.0,0.763,-3.215,2.127,-0.196,0
101.871,4.869,99.957,1366.229,59.917,61.983,81.399,2.0,1.27,-3.433,-0.345,-0.102,1
103.145,3.643,93.238,939.709,57.443,63.373,55.693,2.0,0.926,-4.405,-1.796,-1.259,0
83.227,3.374,124.021,2191.669,42.112,62.141,29.219,3.0,-0.681,3.443,4.462,-0.385,0
21.809,4.156,61.494,516.194,58.663,17.334,51.859,0.0,1.638,3.085,-9.894,0.24,1
65.393,1.716,122.17,2477.038,53.43,50.793,103.523,0.0,-2.134,6.9,3.888,0.987,0
32.715,2.739,90.714,930.824,67.698,100.0,30.754,7.0,0.88,-2.217,-6.577,-1.362,0
81.032,4.319,111.987,1848.322,36.238,65.117,75.017,7.0,2.07,-1.675,0.726,0.822,0
90.176,3.672,93.649,1015.305,47.996,72.904,56.863,-0.0,-0.757,-0.867,-3.172,-1.782,0
70.235,6.819,106.422,783.853,88.473,79.811,17.044,7.0,3.835,-7.758,-2.92,0.547,0
90.491,3.386,74.104,1776.471,72.397,39.813,71.946,4.0,0.706,-0.908,2.198,0.689,0
60.379,4.141,74.542,946.616,54.315,20.17,58.293,0.0,-0.239,4.466,-5.435,0.892,1
65.959,4.335,75.547,901.685,62.869,52.633,73.563,0.0,0.15,1.18,-6.379,1.98,1
69.695,6.14,92.851,1652.562,59.299,48.94,63.14,7.0,-1.528,0.605,2.74,1.878,0
69.266,4.143,110.461,2162.093,89.668,57.416,36.706,5.0,-0.624,1.663,5.725,-0.495,1
60.218,3.876,121.077,2521.33,34.18,25.256,111.619,2.0,0.551,5.739,3.457,-0.193,0
92.773,3.389,102.079,1640.488,54.948,45.149,93.194,4.0,0.225,-1.458,2.147,1.757,0
84.492,6.563,104.745,2094.823,95.189,72.752,60.212,6.0,0.609,-1.59,4.446,-0.314,1
88.268,5.086,83.916,1002.111,89.537,52.159,1.0,5.0,0.775,-4.092,1.518,-1.246,0
78.442,3.918,93.033,1212.207,75.925,71.661,53.934,2.0,2.647,-3.702,-2.992,0.37,0
44.443,3.807,64.453,1275.557,73.737,73.889,55.64,0.0,2.403,0.742,-7.609,-1.008,1
76.038,2.139,113.114,1852.538,61.122,61.603,78.019,1.0,-0.758,1.941,1.623,-0.834,0
82.75,4.383,114.503,1843.002,46.466,66.305,38.088,1.0,0.39,2.129,0.842,0.635,1
77.467,3.77,125.348,1588.075,69.422,52.846,38.512,0.0,1.563,1.058,0.31,0.832,0
57.767,1.518,115.541,2225.569,47.578,18.264,76.419,0.0,0.061,6.781,2.643,-0.419,0
66.495,5.121,117.4,1968.482,49.806,29.147,96.377,0.0,1.95,2.281,0.973,-1.181,0
89.008,5.063,113.802,1711.291,72.902,52.607,52.038,0.0,0.081,1.385,1.881,0.639,0
87.864,2.386,67.737,1021.556,100.0,54.446,1.0,8.0,1.822,-6.59,1.714,0.351,0
95.565,3.584,78.797,1052.895,81.896,35.886,1.0,7.0,-1.891,-2.718,4.843,0.483,0
95.481,3.557,95.872,1664.547,51.042,32.939,93.607,2.0,0.682,-0.55,1.696,0.318,0
94.783,3.654,135.103,1882.934,80.184,70.994,27.732,0.0,-0.521,2.269,3.422,0.383,0
65.951,6.582,122.938,2093.464,38.343,49.619,114.299,3.0,0.479,2.516,1.295,-1.114,0
75.312,3.553,98.082,1620.414,49.808,26.126,65.105,4.0,-1.21,1.726,3.109,0.621,0
65.932,3.77,140.33,2304.493,30.532,17.752,48.403,-0.0,1.743,5.644,3.976,0.044,1
55.689,5.319,111.547,2345.157,49.786,63.05,86.549,2.0,-0.463,5.244,1.34,1.113,0
61.247,4.414,109.889,1081.4,52.468,89.993,75.45,5.0,-0.423,-1.891,-3.63,-0.615,0
37.2,5.052,52.351,799.83,78.895,52.532,60.158,0.0,2.083,0.454,-9.324,0.277,1
76.734,3.017,86.758,1512.757,73.195,59.393,37.75,3.0,0.001,-0.155,0.502,-0.53,0
64.983,4.656,112.935,2453.446,58.603,43.932,64.803,0.0,-1.765,8.334,3.531,-1.409,0
117.176,3.367,95.856,1457.573,93.618,20.06,37.775,4.0,2.108,-5.062,5.708,-0.231,0
87.128,3.674,87.349,820.006,70.245,66.488,25.644,6.0,0.373,-4.815,-1.166,-1.355,0
78.849,5.468,75.357,808.821,91.28,64.042,1.0,9.0,1.76,-6.425,-0.469,-0.017,0
129.056,4.792,75.624,1789.396,100.0,0.0,1.0,7.0,0.837,-4.177,13.283,0.755,0
75.327,5.169,96.917,845.763,69.104,80.556,41.942,3.0,0.759,-3.808,-3.572,1.396,0
85.155,5.377,105.418,1869.572,52.371,56.039,50.357,2.0,-0.034,1.731,1.991,-0.763,0
49.228,2.723,86.822,774.524,72.561,47.305,87.714,3.0,0.947,-2.252,-4.923,0.374,1
56.898,5.38,102.701,920.44,66.916,71.736,12.169,6.0,0.026,-2.217,-1.759,0.065,0
68.751,2.74,83.087,1161.31,100.0,32.729,1.0,13.0,1.294,-5.391,5.899,0.054,0
80.827,3.663,90.877,1673.177,77.566,39.268,65.025,6.0,2.246,-2.835,2.217,0.451,0
49.856,3.358,69.524,696.483,40.398,16.441,90.119,0.0,1.04,0.782,-6.847,-1.331,1
125.207,6.167,81.217,1706.202,100.0,0.0,24.248,5.0,1.333,-4.159,9.493,-0.894,0
78.599,2.833,122.676,1004.771,71.896,64.667,59.914,5.0,1.753,-5.184,-0.617,-0.908,0
62.109,4.364,118.438,2560.543,44.664,43.55,27.887,0.0,-2.009,10.042,4.398,0.14,1
104.705,5.42,78.866,1203.055,100.0,28.52,1.0,8.0,3.851,-8.932,6.139,0.592,0
60.99,3.956,90.517,1088.444,74.774,65.334,14.361,5.0,1.077,-1.91,-2.002,-2.615,0
79.677,0.693,84.724,1472.368,61.955,3.943,87.283,0.0,1.914,1.214,-0.506,-1.39,0
45.405,2.105,81.812,2220.473,61.748,80.164,70.086,-0.0,-0.841,6.444,-2.12,-1.095,0
84.064,2.734,96.534,1274.239,99.121,61.61,96.778,0.0,0.42,-1.383,-1.899,-0.573,0
114.095,4.53,71.263,1841.498,89.852,10.751,13.649,4.0,0.879,-1.57,7.387,0.232,0
98.291,3.952,77.481,1475.32,85.237,36.098,62.602,0.0,-0.761,0.814,1.309,-1.001,0
88.141,4.489,76.056,1185.86,100.0,53.679,22.063,6.0,1.628,-4.966,1.128,-0.122,0
43.536,2.043,116.364,1660.714,74.644,49.866,53.014,8.0,-0.32,0.467,2.766,-0.907,0
76.242,2.838,105.938,1724.543,57.0,36.887,56.693,0.0,4.387,0.183,-1.607,-0.973,0
70.565,4.942,87.915,965.855,100.0,24.16,1.0,12.0,0.052,-4.441,6.837,-1.709,0
91.609,3.903,69.305,1354.331,100.0,46.489,1.0,3.0,3.158,-4.512,1.304,-1.971,0
87.494,4.063,112.542,829.798,60.315,67.213,42.193,6.0,0.529,-5.241,-0.552,-0.511,0
74.664,5.389,91.125,454.451,72.674,97.242,22.93,4.0,2.247,-6.892,-6.507,-0.534,0
58.887,3.757,100.278,1888.975,59.742,59.786,59.409,0.0,1.436,3.165,-1.651,-0.587,0
53.096,4.713,71.388,1537.973,53.555,36.02,92.802,1.0,1.672,1.803,-3.811,-2.226,1
60.054,4.888,72.566,1606.665,66.17,78.33,69.014,3.0,2.369,-0.82,-4.348,-1.033,1
100.689,5.438,117.294,1781.464,65.735,52.115,62.73,4.0,0.521,-1.95,4.443,1.308,1
124.212,1.475,90.53,1221.365,85.129,54.956,83.292,-0.0,3.123,-6.71,-0.292,-1.405,0
81.173,4.913,89.942,1202.864,85.485,34.749,7.438,5.0,0.104,-1.866,2.808,1.42,0
61.986,5.258,89.216,1162.849,100.0,47.747,1.0,9.0,1.82,-4.091,2.426,0.653,0
17.312,4.659,101.448,660.952,60.557,70.492,15.242,6.0,3.005,-2.291,-7.432,0.142,1
73.936,2.286,97.467,1086.919,50.629,20.795,80.743,1.0,-0.502,0.265,-0.407,-2.412,1
82.893,2.581,85.907,1736.349,85.331,52.321,57.435,2.0,0.993,-0.671,1.459,1.5,0
64.529,1.98,114.821,814.133,60.335,80.48,44.125,4.0,2.587,-4.528,-4.83,0.885,0
113.327,4.305,87.093,2204.653,91.537,0.0,52.622,2.0,0.392,0.569,9.997,-1.967,0
84.657,5.435,107.916,957.18,55.247,75.345,64.183,2.0,0.721,-3.498,-2.915,1.029,0
98.018,1.072,135.021,2239.245,45.274,44.178,101.443,5.0,-0.925,0.79,7.046,-0.177,1
70.047,2.799,113.788,2298.105,55.09,58.233,85.735,1.0,-2.231,5.663,3.402,-0.032,0
77.695,3.776,85.49,1792.747,66.859,45.848,46.793,0.0,-0.922,4.344,0.546,-0.305,0
64.807,6.742,130.583,2329.257,32.099,25.299,76.814,0.0,0.03,6.251,3.773,-0.135,0
62.574,6.84,96.267,1297.151,41.353,80.453,96.274,2.0,-0.191,0.274,-4.753,0.255,0
107.923,2.698,89.602,945.443,88.768,22.228,1.0,3.0,1.482,-4.953,3.322,-1.859,0
72.562,4.084,77.5,1965.729,100.0,46.75,70.662,9.0,0.294,-2.214,4.994,-0.084,0
80.869,3.842,117.638,1438.658,62.323,74.624,58.809,1.0,4.101,-3.557,-2.701,0.925,0
66.608,3.08,113.592,1270.872,55.962,31.924,24.565,5.0,-1.576,0.916,3.204,0.84,0
37.039,4.421,109.557,737.389,49.652,62.91,44.329,5.0,1.607,-1.986,-5.467,-1.02,1
89.52,3.889,93.86,1641.279,70.267,77.452,94.939,3.0,-2.884,0.22,1.623,-0.346,0
61.861,0.223,64.847,990.284,93.636,75.321,98.823,0.0,1.075,-2.239,-6.707,1.441,1
60.773,2.836,77.586,1097.872,53.339,58.875,81.976,2.0,1.435,-1.08,-5.461,-0.03,1
96.536,5.151,85.754,874.72,84.673,43.863,3.934,4.0,0.468,-4.277,1.325,1.013,0
35.072,4.94,104.908,930.806,98.274,88.267,37.532,4.0,1.728,-2.864,-4.905,-0.598,1
146.328,2.981,79.733,312.89,100.0,57.549,13.16,4.0,3.124,-13.063,0.339,-0.699,0
60.239,3.713,105.616,1574.482,73.491,36.284,25.204,7.0,-0.712,0.462,4.199,0.853,0
93.1,2.949,81.812,1243.475,84.971,78.733,36.787,0.0,0.846,-2.659,-1.808,1.27,0
34.583,3.397,87.16,1107.366,95.153,81.734,1.0,10.0,1.827,-2.976,-2.239,-0.237,0
86.127,5.563,138.039,1863.376,55.603,90.67,17.581,7.0,-1.576,-0.067,4.945,-0.231,1
89.174,6.421,118.894,1905.7,31.354,48.651,131.828,8.0,0.137,-1.585,3.15,-0.853,0
55.486,2.167,69.125,2369.602,100.0,61.995,68.36,2.0,3.565,0.389,0.496,2.113,1
77.285,3.043,112.196,1634.983,49.102,82.755,94.489,6.0,-0.026,-1.564,-0.284,-0.824,0
76.141,7.692,114.675,1037.375,50.254,63.363,55.718,4.0,0.086,-2.301,-1.198,0.318,0
58.546,1.239,59.013,1208.357,73.498,33.703,83.736,0.0,1.256,0.659,-4.5,0.38,1
110.891,3.135,75.836,1813.204,83.882,27.963,73.258,2.0,1.569,-2.356,3.891,-0.842,0
85.912,3.918,104.529,1600.455,67.434,8.944,84.192,0.0,2.245,0.35,1.384,0.658,0
69.01,2.529,106.564,2206.512,52.646,53.442,144.0,5.0,-2.229,2.473,2.847,-1.452,0
51.096,4.738,71.797,1555.576,47.196,43.131,80.051,-0.0,1.826,2.701,-4.848,-0.605,1
83.883,3.193,133.869,2024.924,48.396,12.447,48.891,0.0,1.581,3.599,4.333,0.205,0
97.784,2.036,100.186,1336.857,66.781,37.251,50.825,3.0,-0.907,-1.547,3.44,-0.728,0
95.593,5.1,90.654,1223.573,92.544,53.976,34.426,4.0,2.841,-5.477,0.556,0.765,0
88.773,6.2,94.435,2272.801,64.004,92.087,102.864,0.0,0.688,1.128,-0.291,-0.207,1
91.353,3.278,93.147,1541.57,55.221,39.173,85.678,5.0,-1.487,-0.85,3.273,-0.499,0
106.696,5.281,90.211,914.623,100.0,78.52,72.183,0.0,0.107,-5.479,-1.356,-0.656,0
82.237,4.594,93.897,1132.87,65.041,60.583,71.942,4.0,1.505,-3.881,-1.83,0.154,1
80.534,2.419,79.699,2308.28,87.073,52.942,74.407,0.0,3.512,1.66,-0.179,0.768,1
82.986,4.584,95.993,1461.186,67.091,78.907,59.322,3.0,1.005,-2.257,-1.182,-1.324,0
90.801,6.791,109.789,1215.359,62.986,53.458,70.462,0.0,0.834,-1.274,-1.274,-0.747,0
80.509,3.637,101.855,1560.402,57.052,79.63,90.551,5.0,3.34,-4.094,-2.633,-0.359,0
82.122,6.048,108.691,1946.936,62.298,65.909,99.824,2.0,-1.244,1.411,2.143,-0.053,0
78.119,1.554,107.833,963.051,70.214,65.075,40.127,4.0,0.918,-3.671,-1.251,0.024,0
108.615,3.981,84.381,554.243,75.63,72.686,41.821,2.0,1.729,-7.554,-3.311,0.156,0
47.207,1.943,99.731,1999.002,46.95,59.972,70.949,-0.0,1.713,4.407,-2.852,-1.169,0
57.568,0.0,76.298,1402.167,69.221,45.917,60.505,0.0,0.78,3.146,-4.173,0.176,1
91.107,4.17,124.228,1752.889,68.994,53.325,54.693,0.0,-0.813,1.902,3.071,0.272,0
74.358,1.308,71.915,1145.2,95.703,54.986,6.189,9.0,1.365,-4.752,1.036,0.831,0
119.357,5.102,89.884,1054.503,100.0,35.214,32.943,3.0,4.444,-9.052,2.248,1.929,0
92.733,1.097,93.031,1468.679,68.11,39.058,76.71,0.0,1.661,-1.661,0.186,-0.295,0
99.765,1.795,84.481,1153.325,100.0,18.18,1.0,9.0,-0.491,-4.757,7.452,0.506,0
71.408,4.635,100.381,616.928,73.772,89.226,25.568,4.0,1.934,-5.789,-4.948,1.294,0
72.534,5.138,108.671,2065.323,34.037,17.8,98.913,4.0,2.13,1.603,2.295,-0.323,0
59.595,3.403,111.609,806.295,80.688,40.269,43.683,1.0,-0.309,-1.169,-0.948,0.005,1
106.673,2.777,82.868,960.827,94.683,96.105,36.982,2.0,3.122,-7.889,-3.321,0.681,0
89.443,4.696,120.689,1570.339,69.226,44.065,39.863,0.0,0.76,0.817,1.857,-1.176,0
78.883,1.898,85.537,1332.68,63.352,48.393,62.749,1.0,0.254,-0.061,-1.223,0.853,1
59.483,4.483,105.44,1977.295,55.892,65.529,114.357,1.0,-0.302,3.001,-0.845,-0.991,0
28.81,4.66,74.266,2003.842,100.0,51.993,27.089,5.0,-2.225,4.227,3.798,-0.365,0
78.591,3.813,116.33,942.595,0.0,87.643,103.852,0.0,-1.564,1.747,-7.295,0.146,0
106.29,7.005,121.332,1491.02,77.976,62.238,73.468,0.0,-2.033,-1.038,3.851,-0.898,0
102.31,4.777,117.985,1732.628,48.266,70.174,14.172,4.0,0.704,-1.11,3.089,0.707,0
75.668,1.667,125.338,2001.323,54.45,29.437,12.481,0.0,1.271,4.96,2.856,-0.544,0
62.113,4.564,104.35,2039.605,42.758,48.113,85.302,1.0,0.973,3.447,-0.171,-0.323,0
15.471,4.0,94.509,1779.256,57.328,54.812,37.508,12.0,-3.423,4.631,2.58,2.08,0
44.535,3.627,75.399,702.961,46.219,49.38,26.115,-0.0,1.975,0.545,-8.034,-0.47,1
22.297,3.819,63.128,1152.433,80.396,66.665,42.826,0.0,2.971,1.85,-9.205,0.745,1
62.727,4.17,67.677,1837.311,77.908,42.408,69.231,0.0,4.566,0.596,-3.641,-1.539,1
62.725,2.666,105.744,1522.583,71.716,54.359,67.664,3.0,1.019,-0.322,-0.32,0.585,0
60.406,1.714,57.157,1700.134,30.138,38.95,50.028,0.0,1.788,6.617,-6.505,0.433,1
90.973,3.27,99.324,1533.255,72.033,34.381,47.569,2.0,-0.148,-0.315,3.25,-0.283,0
127.803,4.048,91.19,978.867,91.951,38.029,30.314,0.0,3.808,-7.37,0.859,-0.62,0
90.208,0.654,89.302,1312.319,100.0,63.405,61.651,0.0,-0.591,-0.209,-0.689,0.072,0
63.703,2.185,69.418,1078.978,75.912,57.736,1.0,5.0,-1.179,0.14,-0.569,-0.994,0
72.203,5.025,95.395,2526.311,100.0,42.837,53.293,2.0,0.663,2.865,5.994,0.879,1
61.099,2.983,92.871,1531.126,89.804,49.783,50.668,8.0,-1.269,-0.734,3.329,-1.216,1
80.796,3.645,101.805,1809.224,58.439,58.224,61.167,2.0,0.991,0.526,0.733,0.454,0
110.864,6.518,92.624,763.984,100.0,40.261,1.0,6.0,1.555,-8.088,4.037,0.048,0
64.887,3.635,115.17,1844.01,60.583,60.192,47.859,0.0,1.428,2.964,-0.782,1.06,0
82.87,3.435,95.111,783.863,81.549,50.153,8.966,6.0,1.765,-5.626,-0.123,0.134,0
86.837,2.929,91.962,1742.281,79.745,25.021,72.174,0.0,0.885,0.24,2.802,-0.153,1
112.058,5.086,90.325,1038.118,100.0,0.0,1.0,10.0,3.092,-9.101,10.786,-0.262,0
106.746,5.799,94.095,1068.214,81.873,66.189,59.429,2.0,3.053,-6.704,-1.457,-0.09,0
81.39,4.381,92.969,1454.617,42.808,36.044,85.161,0.0,-0.876,4.603,-2.508,0.8,1
134.06,3.376,66.868,660.4,100.0,41.39,6.31,4.0,5.226,-12.168,0.595,0.023,0
81.352,2.762,114.522,916.341,42.525,87.525,34.892,3.0,-0.858,-2.03,-2.515,0.332,1
77.18,3.952,91.568,1695.237,77.481,80.377,65.745,-0.0,-1.809,2.108,-0.213,0.445,0
80.414,4.028,58.011,663.366,55.805,16.04,87.897,2.0,0.449,-2.72,-3.505,-0.97,1
70.554,5.428,122.643,1945.982,50.441,37.306,72.88,0.0,0.738,3.324,1.721,0.662,0
68.179,7.541,96.528,188.096,100.0,48.638,112.962,5.0,-0.832,-7.498,-2.634,0.666,1
84.347,2.638,117.244,1524.44,77.27,52.692,29.283,0.0,1.027,0.939,0.684,-0.654,0
65.995,2.237,93.285,1299.999,48.037,17.525,57.213,0.0,0.077,3.01,-1.095,-1.008,1
70.631,2.181,99.834,1784.014,100.0,12.114,9.525,10.0,1.961,-3.545,8.733,1.222,0
94.421,5.264,100.344,1021.887,85.173,59.482,30.066,5.0,1.983,-6.236,0.762,0.64,0
89.08,2.614,106.553,1500.648,66.653,69.171,103.692,3.0,0.335,-2.588,0.032,0.144,0
112.477,5.436,76.855,580.195,99.917,49.562,1.0,4.0,2.322,-7.875,0.872,-0.302,0
48.4,0.403,100.268,1536.052,66.822,100.0,102.818,1.0,2.734,-0.96,-6.994,0.576,0
78.499,1.327,113.806,1990.916,59.65,4.487,74.001,0.0,0.5,5.188,3.154,-0.629,0
92.888,3.504,80.436,1199.977,61.358,50.324,99.812,4.0,2.985,-5.303,-2.526,-1.388,0
71.208,4.629,110.096,2164.55,45.869,65.802,91.722,0.0,0.242,4.489,-0.54,-2.027,1
48.872,3.4,119.941,1551.532,41.161,57.516,67.249,1.0,0.727,2.533,-2.229,-2.356,1
41.325,4.872,70.964,1212.688,41.736,27.5,72.288,1.0,2.002,1.958,-5.57,-1.128,1
80.783,2.219,102.688,2190.391,82.134,55.383,45.389,-0.0,1.036,2.291,3.001,-0.053,1
52.73,3.04,102.969,1409.629,43.184,84.521,75.237,8.0,2.284,-2.609,-3.91,0.095,1
97.454,3.284,89.222,1040.957,75.591,30.828,82.111,0.0,0.429,-2.706,-0.104,-0.551,0
38.018,1.859,76.012,1745.297,32.918,39.294,32.042,2.0,2.95,4.301,-4.417,0.897,1
32.34,2.46,83.771,2180.154,100.0,76.728,10.759,5.0,-2.522,5.046,3.531,0.127,1
87.288,4.876,90.616,1448.494,64.152,52.157,74.932,1.0,0.16,-0.833,-0.051,1.404,0
82.167,5.414,98.324,1875.113,51.657,23.396,80.407,0.0,0.27,2.493,2.372,-0.083,0
116.794,4.772,80.592,1687.668,100.0,26.531,50.917,2.0,4.058,-5.644,4.138,0.128,0
83.93,2.771,115.447,1569.506,56.523,42.744,67.301,1.0,2.103,-0.966,0.566,0.783,0
135.331,2.581,81.015,924.201,91.843,30.845,8.207,2.0,1.645,-6.787,3.403,1.054,0
59.674,2.937,69.32,1788.706,100.0,44.175,74.105,4.0,0.016,0.125,1.945,0.132,1
56.979,3.345,99.345,1018.883,69.272,74.583,12.086,7.0,0.034,-2.015,-1.571,-1.207,0
107.985,6.824,89.302,702.71,100.0,46.093,1.0,7.0,2.268,-8.981,2.996,-0.497,0
75.27,5.538,80.003,1494.775,97.349,32.52,10.518,10.0,1.133,-3.783,5.021,-1.193,0
107.923,4.645,107.386,1752.153,59.001,29.294,67.959,0.0,-1.579,1.737,4.859,-0.534,1
83.657,3.016,87.581,1615.923,65.39,50.688,82.962,-0.0,-0.043,0.878,-0.299,0.224,0
81.623,4.118,97.889,2010.064,74.703,66.03,54.034,0.0,1.295,1.077,1.001,-0.141,1
37.243,1.834,82.092,1372.47,92.996,57.225,1.0,11.0,-0.689,-0.362,2.201,1.605,0
74.744,4.986,93.345,1944.416,42.975,54.458,109.621,4.0,0.175,1.186,0.299,0.636,0
59.136,4.184,61.914,2080.735,100.0,42.847,74.627,0.0,2.912,1.346,-0.596,-0.545,1
60.822,2.601,148.493,2129.301,36.669,45.469,56.412,1.0,2.992,2.944,1.424,-0.125,0
61.442,2.652,87.403,1660.085,25.833,53.914,47.676,2.0,2.022,2.343,-3.425,1.208,1
48.996,5.296,117.979,830.288,66.084,77.986,32.299,6.0,0.805,-2.851,-3.328,-0.198,0
47.625,4.966,93.998,1431.834,80.255,63.798,33.502,8.0,0.306,-1.062,0.304,0.296,0
102.953,5.361,101.052,1674.088,48.718,53.028,91.75,4.0,1.432,-2.915,1.529,-1.288,0
64.741,6.003,93.475,1531.194,23.644,65.333,30.795,6.0,2.458,-0.446,-2.69,-0.146,1
80.488,2.859,105.98,1718.107,66.239,53.457,47.208,0.0,1.548,1.432,-0.222,1.786,0
54.604,7.73,103.687,882.693,24.959,89.894,56.055,3.0,-2.07,1.19,-5.689,0.077,0
117.968,4.956,89.631,585.865,61.082,53.403,111.744,3.0,0.052,-7.526,-1.691,0.54,1
122.228,2.284,95.125,1064.634,94.104,32.319,11.623,2.0,3.18,-6.85,2.974,0.805,0
89.88,5.812,94.597,1148.05,98.184,74.384,56.81,4.0,3.001,-6.68,-1.298,1.232,1
89.541,0.736,89.253,1467.892,97.408,37.879,24.642,4.0,1.704,-3.195,3.3,2.703,0
54.83,7.187,115.404,2352.143,34.45,26.152,122.903,2.0,1.44,4.469,1.555,-1.488,0
61.772,3.843,74.981,1072.924,80.348,82.906,34.648,5.0,1.019,-2.879,-3.866,0.828,0
64.762,0.638,93.193,1058.088,68.971,31.786,78.317,0.0,-0.62,2.185,-2.857,-0.82,1
42.402,2.138,94.085,1807.3,76.941,37.823,25.637,13.0,-1.176,0.831,5.394,1.069,0
77.537,2.427,101.724,1449.926,85.257,37.433,51.897,3.0,1.628,-2.133,1.873,-0.566,0
120.307,3.506,74.053,1270.688,100.0,22.622,1.0,8.0,2.473,-8.375,7.778,-0.218,0
94.769,1.932,97.49,1135.982,97.839,41.799,16.22,7.0,1.611,-6.162,3.829,0.968,0
114.879,2.909,86.337,1058.537,95.745,39.057,20.95,4.0,1.924,-6.683,3.038,-1.068,0
83.436,4.969,86.598,1476.09,69.818,51.675,85.562,3.0,-0.208,-1.346,0.58,-0.43,0
75.168,2.742,54.614,2170.414,100.0,3.167,103.948,0.0,6.291,-0.122,-0.843,-1.707,1
39.611,5.052,102.647,1092.052,56.287,81.074,48.301,6.0,1.151,-1.496,-4.572,-1.288,0
87.556,6.006,87.856,1265.673,64.765,88.331,94.115,6.0,1.51,-5.399,-2.767,-0.597,0
87.325,4.317,98.176,1599.593,52.352,68.603,88.524,5.0,0.193,-1.982,0.37,-1.307,0
49.858,5.377,107.239,1355.382,80.819,72.227,59.48,6.0,1.156,-1.954,-1.398,-0.637,0
98.162,3.382,82.877,933.812,83.343,49.073,2.493,3.0,1.0,-4.31,0.65,0.607,0
82.748,5.319,105.746,1306.016,24.467,48.801,79.703,-0.0,-1.626,2.151,-1.194,-0.242,0
46.559,1.081,86.774,1002.785,94.3,57.932,1.0,11.0,1.119,-3.985,0.708,-0.842,0
72.707,3.972,74.77,1687.62,62.39,38.201,38.332,7.0,-2.706,2.181,3.992,-0.054,0
74.148,5.932,93.283,1372.376,80.876,66.931,57.612,0.0,-0.459,1.835,-2.451,0.323,0
13.806,4.47,53.014,692.747,71.576,58.455,15.689,7.0,4.571,-3.105,-9.383,0.114,1
44.071,6.456,82.82,663.612,66.445,18.741,67.213,0.0,0.44,1.196,-5.323,-0.843,1
84.982,1.37,125.364,1717.58,65.609,84.961,89.164,3.0,-0.779,-1.086,1.61,-1.187,0
101.262,2.515,128.344,1277.488,81.975,47.698,53.956,0.0,1.575,-2.783,1.614,0.758,0
51.522,2.913,83.397,1060.438,94.821,68.821,1.0,8.0,1.468,-2.966,-1.083,-0.552,0
72.072,2.174,135.917,2057.532,41.874,72.761,22.222,2.0,2.539,1.77,0.91,-1.387,0
76.247,3.834,94.611,1067.953,100.0,58.458,6.545,8.0,3.748,-6.947,0.247,-0.203,0
31.959,4.937,94.657,2073.952,64.642,52.384,58.35,10.0,-1.308,3.615,2.781,1.228,0
110.182,5.246,125.512,1234.372,86.473,36.563,38.39,0.0,1.799,-2.703,2.345,0.627,0
95.465,1.872,116.415,1277.259,85.61,54.009,66.417,0.0,0.588,-1.859,0.62,-1.341,0
77.635,3.898,102.896,1472.731,72.47,91.131,52.403,4.0,1.051,-2.641,-1.266,0.489,1
140.623,2.006,87.721,1496.204,100.0,0.0,43.685,3.0,1.662,-5.82,8.559,0.863,0
38.93,3.706,107.805,935.165,54.792,89.269,21.891,4.0,-0.274,0.087,-4.948,1.621,0
68.359,5.923,117.69,1994.802,30.063,19.583,77.835,1.0,2.411,2.85,1.264,-1.506,0
110.351,5.301,89.107,1790.78,100.0,9.973,28.541,4.0,4.1,-5.458,7.178,0.792,0
91.391,4.114,119.701,1638.865,73.655,20.063,15.369,0.0,1.005,2.641,3.258,-0.268,0
92.114,2.256,94.405,2013.366,76.855,57.957,104.094,0.0,-0.377,1.189,1.921,-1.571,1
67.258,4.879,115.627,1280.973,54.907,68.64,81.23,1.0,0.615,-0.56,-2.689,-1.232,0
72.374,4.779,104.077,1762.967,47.193,46.353,53.469,2.0,2.631,0.405,-0.34,0.172,0
77.925,3.278,94.05,1778.403,72.688,54.757,73.538,-0.0,-1.328,2.547,1.296,-1.885,0
14.498,1.72,91.211,628.378,83.386,84.544,31.014,0.0,2.118,0.229,-10.465,0.938,1
72.0,2.373,112.947,2075.623,48.989,37.049,54.608,0.0,1.207,3.619,2.02,2.198,0
73.164,6.268,73.487,2109.064,72.434,0.0,18.514,9.0,-3.247,4.172,9.885,-0.031,0
